Gender,Age,Weight(kg),Height(cm),RMR
male,59,77.2611074702239,138.0430304316525,1420.9245089651363
male,47,88.35142225480661,162.54573070064345,1777.0633466989098
female,49,65.35555356184793,143.0807859394885,1315.6706127000054
male,41,51.44478179536001,166.67698023876565,1330.795681820745
male,18,77.13178509911754,158.58903236050068,1798.892974012451
male,52,61.87639275189899,200.4663366403116,1568.97348255009
male,20,71.82464775207595,165.5017785297761,1746.994304575514
female,31,78.12944693503779,203.13976026200118,1633.1044575244687
female,19,92.8752375803086,172.57819949536403,1773.6915660469149
male,25,118.11780583634211,203.20432256191287,2538.3760560269543
female,44,59.62418084092391,178.47595477232207,1349.7225577105514
male,37,110.60913836846657,152.32336523394133,2099.5144488318238
male,24,58.86739624342296,185.777969586716,1643.2538801894061
female,56,80.08397438236547,206.7092440197123,1541.499148455029
female,37,108.68851239711047,160.83310323236196,1819.0174850334372
female,38,48.91821499262747,179.1013098600222,1276.5543132155376
female,37,84.60160123925588,206.2924743278063,1672.774190157446
male,33,93.1942382730879,212.4433083763256,2187.8596480617157
female,20,62.40363544855246,207.27045155639155,1541.7963011738316
female,55,116.4923674174668,160.74564534637554,1809.3159535040297
female,27,48.10321677883493,165.99787274465513,1295.9551266336105
female,28,51.774356386043635,141.79876665040254,1281.6178884229798
male,30,68.3243628768605,142.3655018335826,1515.5645952302457
male,39,71.59078249470117,183.44460837384617,1705.2016349964936
male,59,53.26032205061548,135.14079489186574,1076.393825039967
female,56,63.569746190916725,169.0649141943638,1313.93157408331
female,55,110.00910784870057,151.87448777492818,1730.904900740741
female,22,61.25969984177274,168.24805432349385,1449.3134100853363
female,31,45.682204893651246,182.85211452448206,1285.2793372682786
male,30,73.85124137902997,189.280724339492,1826.2760328321406
male,22,100.34618121532232,136.19613410642165,1979.0392506451096
male,34,97.63457139147238,144.8785011799035,1904.1324980358022
male,19,53.15283599775236,134.23313894107386,1340.5748890912876
female,46,56.57155382945672,192.19654592250885,1336.5613792277359
male,57,86.67620235125446,137.89436037716476,1563.148267296704
male,47,76.70239611882879,162.51260961267468,1616.7235325261072
female,47,57.097820796894325,147.97105717552165,1255.1009160554156
male,22,90.66566810294593,203.17811079908486,2181.043024743328
male,27,41.48970809938124,181.40760930331862,1362.180755710995
male,38,53.720072983334425,164.5736423028572,1371.8229359620427
male,20,55.06329449371256,174.40738119941108,1561.0804274292013
male,58,65.12772666740044,157.7242476560085,1359.3106526997667
female,56,82.6033554024752,142.4717115874685,1446.7525541506873
male,59,63.37486325170576,190.08574817446586,1490.358367827807
female,60,54.61244905001515,188.33958575949313,1245.2270839203572
male,54,97.63572646558453,190.0446859169617,1995.0148025443468
female,43,95.05937888234186,158.55275442031763,1656.407435929423
male,43,94.77805025716123,142.74522607245348,1793.3875570764515
female,36,48.79213003304415,150.42995064772163,1231.6585482042863
male,49,108.50299846299501,182.79533441003773,2141.9462869196004
male,33,87.87997689359047,148.36296267358907,1794.1945845428352
male,32,98.0546729762066,144.77524582931892,1922.902308306923
male,35,74.39133665013478,192.1293234748553,1814.1788842840544
male,32,103.43250199019849,196.74802632127503,2256.8672780505685
female,57,97.79564027139187,149.29455297117195,1599.9826309119887
male,43,113.78398271591762,180.94416624768732,2245.828426081047
male,53,58.62444904309828,143.8076730364069,1234.040962543745
female,55,50.9059441464174,180.97846673710913,1219.5437073358414
female,43,45.15010891515334,162.10889078696437,1185.7039395114955
female,28,63.468135619104316,196.12251393791396,1493.9444317106354
female,21,55.471281873224065,199.29159438699696,1456.0653181695861
male,57,44.23930443410859,170.95212655871183,1145.0289251422282
female,34,97.17219870219799,164.50250956857028,1729.7033788909744
female,40,65.35213500762696,161.83851641490028,1392.423722445502
male,47,91.22053701338473,196.38952108483113,1985.8341579214498
female,30,116.80866469627628,188.79354143737703,1981.129312149638
female,56,60.91384848117034,168.480104340558,1287.4513260554643
male,33,90.70835857479378,203.53796340418498,2109.125361314552
female,35,92.34856947311567,180.75092252059454,1708.958576534505
male,46,95.84981508600791,153.97590543979322,1844.0464123478946
female,56,40.9549277346284,147.68294468525787,1058.1094215939784
male,59,109.22794388401306,194.20925735700956,2141.4681429622983
female,24,42.31747490242932,172.82870939243534,1267.2911248679372
female,46,72.98831403405487,149.80608742437286,1415.1325088427566
female,49,46.08242311332633,210.84814356199803,1256.7312778224361
female,31,80.79820866521942,142.2073245269198,1545.9008198402948
female,25,99.11125917759642,134.93628079037688,1735.633090977552
female,50,98.38365382268339,193.085937286056,1719.351865485525
female,27,115.91366528359038,138.63944702964946,1893.8133581118266
female,58,65.40852542392273,176.03190110206128,1335.0527456677862
female,59,105.38921687791985,152.72718032983767,1669.5983646137472
male,32,116.21918524120684,192.5560111602701,2411.7115209014255
female,38,68.2231227552988,205.44737204376645,1509.9073611898905
female,56,96.2655984927585,142.3412401130745,1577.1632125954377
male,27,101.52089903732767,137.70671972799101,1968.9740805623944
female,34,74.09098553326687,157.5789233571719,1496.1691028653993
male,37,92.97267262783507,177.25011811152427,1981.7215895446884
female,21,106.41242788556039,202.32568731090743,1948.8285693947928
male,57,74.85885024559366,196.68485921289192,1694.7885415190112
female,35,88.64141557702098,182.36578413362895,1676.4945578102652
male,22,107.71390127092337,136.3905474852291,2081.3180515437975
male,48,68.13373846112054,211.87948050095258,1739.1319447866733
male,46,61.81021381123024,199.02056393166762,1601.360321254549
male,42,79.30581978259536,201.42754310789866,1880.987020179503
female,46,97.50633408161121,203.39364517938378,1748.735316404308
male,50,79.28673691883692,140.24178997267393,1520.5723078672954
female,29,92.22251785599644,199.39099556474446,1770.2932800516712
female,37,118.14595160401264,194.39168377570715,1971.542350174231
female,32,114.94193224629217,207.26445818238236,1988.0969457086994
male,45,101.50760561722532,185.5433060449278,2086.527737379622
female,58,79.20205276023715,206.22961014977852,1522.8260093232382
female,53,78.18327503955652,195.04163983234497,1515.7656928931174
female,50,57.28689263897835,168.96989487011743,1281.7288598162675
female,32,105.80682285072284,156.53436620765052,1806.887224405616
male,29,89.32489670587103,189.4616467814807,2046.6989485534746
male,45,107.57328136177617,144.2403095830209,1963.2918875682758
male,25,49.92669190580813,142.53306551557944,1297.2099404793057
female,33,78.87038390730548,193.42860084522053,1612.8723928692204
male,32,103.13428328584261,168.8991066494964,2113.4386257477668
female,34,114.90918232414936,196.24996457054246,1958.0549450213439
male,55,107.2011739637714,171.33077154140088,2026.158992023485
female,33,63.56163191824553,149.7712804440597,1385.7087548556926
male,23,60.98865063423408,160.16568245801514,1551.0378555581683
female,21,42.76671730196181,144.84402498876338,1233.843563787873
female,35,107.51538224787882,198.55643107499776,1886.9389979252112
female,38,75.97742517755252,134.0084394803567,1451.8997300115948
female,40,68.40019529483158,136.31992327884996,1374.3629256703468
male,21,105.94920359075051,139.2444778530937,2078.0866720718473
female,56,68.17998956184374,159.4954443908964,1340.31581230307
female,54,108.77329820869836,197.74187575320167,1808.6175209132061
female,53,85.62490982790851,186.16746077723315,1570.5128151221707
male,34,41.24757811528934,211.21490293471697,1460.6923584676174
female,22,92.14619108492226,152.2737701361541,1715.1285000969965
female,60,97.38138046487236,173.99468170368812,1627.6883025373977
female,24,103.10790280171986,198.1186868622965,1895.4164451880958
male,24,52.59166154830695,207.71889339356017,1666.7329699372021
male,60,56.09053762917021,191.16149754706495,1388.8258646290565
male,49,115.81444553725723,210.15387142727994,2379.3534448879686
male,28,102.49895867025033,188.66287092858704,2230.6010249716633
female,52,108.59487747879493,208.0788633396686,1835.386710508103
female,25,112.36083830962714,163.1623979410611,1914.5571329459276
male,60,112.13804644737921,138.8342233427916,1897.6857580354506
female,52,73.92233647014547,180.84447776300794,1453.429587525566
female,18,104.86535706163035,209.8300988138896,1961.9450923860668
male,27,90.62456314112953,205.85053211100615,2160.072955341895
male,59,92.9570009953927,204.02602158032994,1966.8559496530406
male,42,59.97079709526692,205.6418618722136,1636.2146950066049
female,40,119.58044787023223,141.7139695545669,1873.7786666589795
female,53,63.024324695889646,154.7365727659529,1296.236276683806
male,47,49.91904006881575,140.63920253766028,1139.019731242131
male,43,81.25423197445632,163.37391829413522,1710.640402874333
male,25,53.351291850636784,168.19114382195914,1472.6655554875174
male,37,41.36601465656197,166.87128386205265,1220.2047346895765
male,47,74.15633821742652,212.8912805667365,1833.759727164997
female,58,110.65730991578702,149.84711209723926,1719.3250121045637
male,40,68.61653109496032,145.84698189976623,1469.4497530002348
male,40,48.283779620663125,159.67432789948188,1259.0526322652258
female,57,43.46344341179246,190.66749409471714,1156.943773422198
female,27,94.00124782306648,171.16690728792497,1744.440711414646
male,51,87.70384115649364,137.41886883861065,1615.4294167013563
female,56,97.18005494925734,192.0462021798126,1677.8623395124014
male,19,116.90198766957025,211.68528511683607,2604.6188118961218
male,48,72.96551643164042,135.176860796693,1421.825685500911
female,23,57.03149324507437,174.34391022401974,1415.4804038170828
male,19,106.2428138271356,182.62977447795595,2312.6904518363285
male,22,71.43040883132326,173.2036188525779,1766.5958265501424
male,25,47.02580789196162,137.77286401084504,1233.50749716073
male,40,118.03698906210714,147.3109959034488,2156.305512108928
male,34,80.78942010676569,173.56946316179926,1816.05255066651
female,39,111.40879142636125,176.2288136950594,1864.1615777461527
male,39,82.55708140544665,191.35223372637324,1895.5500946579366
male,59,68.91425459990506,181.6524886314682,1524.33340137193
female,45,50.420226768426076,145.25158767013184,1195.5640657762024
female,25,108.94127398944835,136.2805449061247,1832.1244112374252
male,21,72.2553786343,170.01881827856232,1768.7606040692722
male,28,119.02271723855873,207.8060272951734,2553.575916587935
male,19,109.59335947068494,164.40141472769676,2267.563970604585
male,45,119.54507964083535,207.835255115877,2446.069626406219
male,54,118.2602425755563,139.18889550933497,2024.170379647102
female,18,92.0586086538329,162.05297728607502,1751.0864825358426
female,54,82.44814617526893,149.86419705921222,1468.2963864336393
female,34,65.07032595300981,188.23993804436418,1466.6274124707068
female,30,56.513588480483286,212.01711672965519,1447.4911125887238
female,39,72.79736378933572,147.98809662605342,1442.6751686756165
female,53,59.752418620288125,155.85288106176023,1267.012209230072
male,52,86.26399110856676,154.13918587561875,1672.5282246785134
male,22,115.6308389807377,202.1673124848636,2519.257100346916
male,38,53.540782313035194,158.66087813304947,1339.7761301038804
male,31,99.95462622896878,147.69498455767683,1970.3891183903777
male,25,43.469285877508234,147.9704472543133,1235.6238284290675
male,24,93.37330739098975,146.90637579300534,1923.2355747185147
female,41,85.26354303357465,198.31782950058337,1645.6472466061537
male,22,62.12937830374634,135.39246727633565,1449.5374654600196
female,26,88.0350234385352,179.21054386802774,1706.9424352985636
male,32,49.09462214922933,161.99629892256246,1335.8585380614834
female,30,75.40773008230477,151.35418428654037,1515.9493637071803
male,32,86.72414598315987,163.08341077794765,1858.7033113905202
female,22,76.52729219133795,161.11879386313544,1582.1282638725654
female,43,58.35018810715666,191.22923807853903,1365.8089393140365
male,35,78.13303318292091,193.96797784919764,1874.8259994446983
female,56,94.0141857435499,201.72987854727765,1665.5019335780314
male,48,88.46806450403389,173.52006040780867,1826.8167491507327
female,51,114.58365807366155,149.22056632444458,1788.445569858648
male,54,116.9902018965537,140.5912270724905,2013.7231851212832
male,51,103.01990636578307,149.68564430561514,1887.3959909905097
male,38,98.3365865714767,185.93243464591106,2092.1580358912975
female,31,84.28482183747522,165.67930547653782,1622.6664663633705
male,21,74.58481413572007,147.24642603751192,1686.860063831823
male,52,88.0773694478644,211.22366802479206,1983.0558410361702
male,44,60.441870306373396,140.8877451734309,1305.2171058153087
male,44,85.50412506747588,150.8337194465381,1699.5828180688234
female,37,57.32680494995157,135.43134543122258,1280.8522247841488
female,32,97.51385263513748,203.7442212922923,1814.9197821405605
female,20,49.84483049186486,211.64355877655666,1429.7866977303333
male,19,65.85816135508915,204.29907788350312,1865.813005283642
male,38,93.69977007818358,196.97444091983212,2083.644966496944
male,24,55.452773029956084,181.77461226472144,1576.2740143222977
female,36,48.846015454686835,144.3626170390828,1220.9492873154736
female,21,55.54037624721747,173.61813838654865,1409.230174067256
female,39,119.35179275462619,139.3077720264801,1871.8165723614784
female,22,42.302221352530466,207.718084207811,1341.042598578699
male,33,80.97486489575411,152.74660729921487,1721.1806686345908
male,41,62.46509073671186,142.07363161423973,1359.2343765958294
male,30,84.17363247736128,140.30833181902088,1723.2000306542789
male,49,40.16743323036222,210.16790270821758,1339.277224166693
male,33,117.47115635490385,181.69784672063014,2367.8477270232406
female,18,68.32124590670367,136.35946618573527,1476.5530870494176
male,27,62.530592094589124,161.13346760769343,1550.0613797418907
male,23,61.263801713839044,205.8116901593332,1783.1881594324307
male,48,64.32348491665743,210.85177471049866,1681.5993464806645
male,46,76.56352615113478,196.32618962048446,1790.738411249387
female,26,95.36364382332894,165.12821547489222,1750.9737245110455
female,48,59.46165316860493,202.24981144378563,1373.4459404223724
female,52,86.10243034033468,203.68919003330177,1612.1705429062288
male,21,115.38560131364618,174.1258633582499,2382.3487124439594
female,26,88.95911418279614,183.57104558735097,1723.8464432666788
female,29,58.35456360940125,210.11773553383512,1466.258502534299
male,60,53.581295006139165,196.30545181222374,1380.058981750969
female,31,71.48270588106377,158.93891064179377,1487.770101027931
female,46,63.56685263169254,145.26992779784578,1316.6431781428905
male,60,113.32322488493445,192.0607787008534,2180.274418008218
male,49,44.40794630164059,174.89354320725334,1221.1066583134466
male,60,115.52468142662309,169.57196313469967,2098.03290117897
male,56,64.10833212582355,190.10206184906465,1520.7901821609444
female,28,90.30503028644776,191.88568715334492,1742.747525862988
female,47,111.75273734644689,203.2964554745252,1880.1178698719432
male,42,82.6170653226192,204.34426110486743,1941.1089864936657
male,35,51.6682265540247,168.83863537136114,1385.2128078807593
male,21,43.381454824260004,156.09268748147662,1302.0717193034025
male,44,63.693456947782884,139.90336960677035,1345.0015911746866
male,52,119.92053934035673,205.6113907501582,2392.8212038529464
male,18,58.075032068738096,186.2569939739225,1675.2854317966833
male,25,93.8814142437307,200.47766673163204,2191.484212509652
female,43,86.72664794289092,211.64806648756746,1674.9478572798657
female,40,68.21296088689542,173.38889569214595,1441.150001991851
male,49,48.03627810093906,137.34089335837166,1083.1203133598456
male,58,112.67716639277496,140.8473810235251,1928.680485161352
male,45,57.90699230692848,209.36912474691235,1606.219875329069
female,33,77.09882040045362,152.38408616166993,1519.9985788886274
male,45,80.29325934298242,209.17431834547688,1913.0564306484293
female,51,88.09754939627084,146.43981845012482,1530.0145290092687
female,38,88.96429959640791,196.02305864543712,1690.8202555345074
female,39,47.81150188298584,143.61854332294976,1195.6516976544506
female,46,97.3079178731082,181.94368416249435,1707.1554343211485
male,35,58.40492284152309,209.6144129826286,1681.8435972230334
male,48,50.22250293511436,138.82422995724224,1127.3570378339052
male,51,68.86288274197761,155.23263667797616,1445.4885190021068
male,48,42.94074104656324,210.05469154861672,1383.5988112079738
male,43,98.40016143694103,173.42859805660476,1996.7004958351329
female,45,103.49045513002403,175.73113663464272,1759.4618251825088
female,22,48.72655713070895,199.6519997290203,1387.5562653396573
female,28,57.830718334795954,156.83397543994957,1367.3500139995604
female,35,55.72345005346287,191.94095282997358,1379.4141155967166
male,43,49.0541881281952,208.69514040154428,1494.63187419161
male,60,70.01172914298229,151.71592654233854,1382.8960562073262
female,24,84.44401616400137,202.24037266117762,1724.5588159995239
female,27,105.83731837815766,212.8107393026063,1934.6701433601434
male,46,98.58769863857984,189.8819652062287,2061.330328207235
female,18,43.14743344198497,209.1603822939186,1370.4976132494517
female,31,90.45941474093237,141.20402129131105,1636.4348225564618
male,29,52.130283998656935,188.0806629008123,1528.363961474297
male,59,84.35684462689014,140.96882922517008,1533.1286662332652
male,37,113.17552124334433,138.52872709690456,2065.7876387617985
female,26,52.90498062999049,137.35692937830493,1293.5646491144632
female,52,104.76874157769599,163.51265839595496,1716.3498937400234
female,21,113.34196674329631,170.9831890699265,1957.1121277455068
male,48,49.316016876263795,203.73810992460915,1439.6569960014467
male,57,55.40458824008801,207.34276631788944,1480.6139481896112
male,50,55.72389683630712,172.10884800188268,1356.014148052642
female,33,50.654283671125945,197.42336000472147,1350.4321307557125
female,56,66.4076011112202,140.17298719875976,1287.6199157443045
male,48,113.3425146641808,207.71414655803454,2339.913451862333
male,59,111.06178375679643,212.723156473737,2259.308478494057
female,60,96.55978675444786,146.351328377136,1568.6911982304866
male,35,119.32789339940939,145.0509602578351,2196.523488411828
male,38,87.74917414169899,204.16275821012417,2037.7874237736123
female,48,82.97890211466155,199.56114013484412,1593.36735017197
female,60,58.31936651455631,194.5366420378067,1292.1408897486444
female,49,115.49960074203042,136.33431747403543,1782.7171692230027
female,21,90.80877736147988,202.9124188547803,1800.6963127891759
male,31,87.66863072746945,190.03913419577054,2013.3044608841449
male,22,108.63589520344198,141.29456008991164,2118.5302431771547
male,39,69.00559074431901,153.4757115262879,1519.720857500405
female,21,62.98335798227566,189.5142297090398,1509.815177346226
female,57,72.19073242902465,177.26752882390477,1406.8729025429868
female,57,55.18918909064976,210.28107490485863,1305.3622038478723
male,46,77.45596741200856,173.38927438268928,1688.2560916517123
female,19,91.0878832927927,197.48606474016162,1802.6786476982757
female,53,60.017253296218826,164.7228792436716,1285.9543198725332
female,35,50.13491249129436,144.01790729416908,1237.3132966484607
male,19,92.25016147123368,206.45067227516193,2239.4674336220983
female,48,113.41721478971218,211.44095019852537,1906.4265829012895
male,36,66.71830594679469,207.80649202753446,1780.3525863821817
male,19,97.9856778598575,138.9020010727075,1980.3847819397963
female,32,52.95660553657395,147.26417390463908,1284.3307404698392
female,23,53.1084280868675,202.10146815006473,1429.3156138723336
male,40,110.51203592783607,176.79734770751384,2200.357624588438
male,56,48.23287029897661,157.81407921108826,1140.9658049040029
female,25,86.60472183560339,137.31211260526442,1620.4283632336142
male,35,108.54504514582598,181.11285502745832,2228.676984457481
male,28,110.24547535295267,202.8459615524764,2408.0736317501387
female,49,54.96671027059449,199.81982379477859,1321.2893243380356
female,34,45.22137054014587,179.12626289683064,1259.9515528345516
male,41,102.17873503319856,170.18514220402392,2045.9388731532117
male,44,60.84256090164469,210.217090388047,1657.5813156090137
female,49,46.73774486657173,185.5777556961475,1216.2479021968984
female,55,94.51943471968053,212.08792746287952,1694.172020030632
female,18,119.33464180137285,149.87246986290074,1989.393248792895
female,24,78.82362570140297,155.53630772561206,1584.408501874899
female,42,42.49850729478802,207.50573146652818,1249.0068284731349
female,49,62.6510150634519,157.2358032914079,1315.9938931408951
male,55,114.45326237357035,174.84205864479605,2143.442177036507
male,32,92.95058991512198,163.49605284159412,1946.3813636994225
male,48,90.4906953834427,178.59689272069636,1880.027315803981
male,38,101.7020308654284,196.06556281680162,2189.128935172099
female,57,116.32837576650758,145.44546852751083,1770.0903742310072
male,27,77.09620133871039,187.1709543926322,1880.6040532336067
male,46,115.57506999362289,135.45172575894932,2022.592196384338
female,18,91.06973839521356,191.34590964246837,1795.8218411119942
female,51,118.79860165573376,209.57469464235632,1940.4082127221413
female,56,68.1012093194563,167.2090089550856,1353.8325312888692
male,36,72.4321754223771,207.60496376671182,1857.9100457825446
male,19,76.10598952536525,143.6641779375965,1703.3642381955674
female,43,49.23203943725621,147.65303220349466,1197.9961027149463
male,22,90.84472546555347,209.21407290841978,2213.702981912184
female,30,50.28237988847987,186.87927197684024,1341.3970520306875
male,22,78.32570184739589,210.6069808512114,2048.535125600304
female,43,88.7528386373087,174.60180278715325,1625.7887310448166
female,20,67.17274518559147,173.60250958949575,1525.1176049503783
female,35,92.54055982279567,186.63072523504027,1721.6722152702193
male,27,70.39299147879868,141.22900896505774,1558.5873646856658
male,48,108.92709284572749,151.30864484067615,1997.0046767666556
female,27,115.66272168428682,152.4076938510988,1916.884841091368
female,59,66.69779929014567,153.37233955172468,1300.7858827823538
male,25,46.03346018522114,191.50188642457948,1488.669015328962
female,25,80.46671170712915,201.1369231642447,1679.8064719091285
male,58,46.680759893266256,185.37939368476333,1244.023555137282
female,18,43.98440857470142,143.97129740921187,1257.9017994069118
male,46,89.84966943371404,157.64778915173312,1779.9148438396887
male,27,69.16865826658247,158.14459428221076,1626.3814563594094
female,28,82.81410164057098,140.61417353991007,1576.2594750376143
female,28,108.21695348378272,143.46781522111408,1824.4661843244753
male,32,103.59928748042262,140.06387259602303,1975.5697574537141
female,29,84.7202475371148,206.41666035069824,1711.5465488462207
female,20,82.49000598133176,193.86188391614326,1709.0764124443408
male,39,102.75941343142686,156.27774628168808,1997.8544993294051
male,37,49.12487788228408,154.99501229733752,1267.472117404986
male,37,49.01334222728404,194.36345953756435,1462.8988436915902
male,44,45.94522132260579,175.9565474134822,1281.337399895481
male,28,118.3422739069251,155.06319524213902,2280.347432016642
female,51,86.65058747756434,211.77720413807486,1637.0513957033863
female,51,87.71414817149515,156.4730709957782,1544.9095803061978
female,55,77.03744013780934,187.84437661016426,1482.1411367666747
male,35,109.27850333267004,192.53767972890176,2295.920432507908
male,33,44.27083751413592,178.0222933464286,1342.9545494315512
female,54,69.41024773534951,196.75513071759357,1430.3631909206956
female,60,89.57376536512426,183.07852987021766,1569.829198446586
male,59,86.97183134231666,189.62456045255084,1812.509356900966
male,56,40.71122314489039,161.04116573661315,1053.6882704225184
male,43,89.96197365835087,184.66730002823937,1936.902639843606
female,55,92.14938420220565,188.4797959628108,1627.8321836568928
female,30,41.69572342119736,197.09843335639727,1278.1883047862455
female,44,88.33482723786278,138.84333498346703,1550.962122595096
female,34,109.09043893680379,178.17601819495812,1868.9735012133274
female,47,41.51596342845931,205.3189657365159,1212.185244878911
male,58,48.697653727415435,146.31663989367584,1076.3248881400225
female,29,84.01084231133817,136.80351864406927,1575.9781945148552
female,45,113.52744718926813,193.56595092145102,1888.4399866756557
male,58,72.09147707473075,139.45840888153768,1363.6782294118807
female,57,94.55088388449293,208.07174967140492,1677.6908394795053
female,30,100.43540063098825,142.65683962198082,1739.1988895348054
female,43,51.04568140950428,200.39624873629947,1312.9149114812435
female,47,43.34143349800756,181.40697930290057,1185.4050402518124
male,44,42.81098858302116,162.05008038492795,1168.6676451823355
female,58,79.96264009244686,138.5287146794071,1404.8528493609724
male,32,72.22723942039195,204.6845158122595,1867.5011746391235
male,42,44.44147661013904,158.1900976712422,1185.2853620386365
male,55,106.309476036413,162.81136113477407,1971.2755352579534
female,51,75.81933209768617,190.07493646702562,1493.3229053141704
male,26,41.908201643172816,147.86251481990385,1206.863934237605
female,48,98.72667536220987,137.37591227103118,1628.9206341902207
male,36,99.75416256540365,201.33970171170074,2202.2422629379394
female,27,117.45209374838561,161.47043548610742,1950.7626781651102
female,43,92.86003519511328,172.0163477918494,1660.2827599857899
female,41,115.9147050490875,164.11190692736713,1875.483352200053
female,55,64.33413212110509,199.58765961175942,1382.384475755883
female,28,116.29652419831636,164.55962979118775,1940.750976022197
male,52,55.449406448654614,181.67267079833914,1386.5777106730918
female,41,71.1380620704905,191.76417454351954,1498.441010485612
male,24,103.01736072096205,177.46881495089892,2208.7451911125754
female,20,94.40641650681462,162.02414965388795,1764.133237914361
female,30,107.9704904206187,164.5937352515775,1851.8402101077952
female,26,106.29882015513842,157.7796934371287,1841.9520500022768
male,43,70.65533162790283,204.73432411200287,1771.8316334160143
male,32,101.35988371576956,172.3188492512763,2106.1496038959667
male,53,59.451615368057375,193.06186627407982,1491.8332282800102
female,52,44.41789360906466,183.87886045656552,1176.8922084281317
male,43,43.00648428327632,183.3961191312143,1284.9049429085146
female,25,68.26448974223871,146.5393197294158,1462.1110569044479
male,44,43.8027069610538,160.11376227244043,1172.6163733635092
female,36,59.38778610928166,208.48098889249974,1440.3792280141852
female,56,67.0946989649883,138.5387437308264,1291.167282104212
male,51,113.00218325445968,146.40246897798642,2008.2265720456867
male,26,112.32710769473084,163.40360071291875,2252.8759451692813
male,44,58.8923652914978,178.5186342383273,1472.1787498524463
male,47,77.19668330094729,167.12189846245005,1646.5802533956626
male,52,62.16086761353167,207.32026333129443,1607.1752071325266
male,18,40.98939792417714,176.48577470057782,1391.4725522844267
male,30,108.00757890840914,204.76364758232168,2373.386738844981
female,28,45.60023726696943,156.00176338542028,1248.8503312470561
female,40,73.09588143083533,156.9641838454029,1457.4596542370737
female,26,109.02558384863282,169.4262342727871,1889.5741917491318
female,25,90.67825337023748,206.01765903835894,1786.4888062005452
female,21,56.84720233255338,193.8584392267723,1459.171908475737
female,45,106.58764645416058,198.8606329327024,1831.8698339666369
male,20,111.62043115367568,155.00920423009896,2241.691977126226
male,56,76.56134363384655,202.6728381151575,1754.910684055523
male,18,86.83311027379327,206.37676387882848,2171.368215950436
